brand,avg_discount_rate
Masstel,0.44684129429892144
LG,0.34886975482461363
Asus,0.31484506696907466
gaming,0.210637177461822
HP,0.20658708328708925
Gaming,0.17171461973851387
Mac,0.1517416606839774
ASUS,0.13705377064004287
MSI,0.13149810911609813
Dell,0.12282230252681872
MacBook,0.11136915284675539
Gigabyte,0.1093859536267062
Acer,0.09772285195061561
Lenovo,0.08413512605625434
Apple,0.0836026433273898
iMac,0.052156866024165374
